year,subject,number,question,dis,pass
105,社會,7,7.表(二)是臺灣某時期官方書籍所推薦當時表(二)北部地區參訪地點的整理，根據內容判參訪地點性質斷，表中的「？」最可能是下列何者？國語學校教育機構(A)臺灣府臺北郵便局(郵局)通訊機構(B)臺灣總督府臺灣神社統治象徵(C)臺灣省政府？最高統治機關(D),0.41,0.85
105,社會,8,8.3500約西元前年開始，人類歷史陸續發展出高度文明，如：西亞的蘇美、埃及古王國及中國的殷商時期，下列何者為上述古文明的共同特色？(A)(B)出現文字強調一神信仰(C)(D),0.54,0.79
105,社會,9,9.()圖五中的句子，是學生報告的段落標題。此份(cid:907)(cid:501)(cid:4844)(cid:5109)(cid:1855)(cid:2052)(cid:5257)(cid:3450)(cid:1844)報告的題目，最可能是下列何者？(cid:914)(cid:501)(cid:1855)(cid:1780)(cid:1520)(cid:4533)(cid:6112)(cid:2310)(cid:1051)(A)荷西爭奪臺灣的紛擾(cid:927)(cid:501)(cid:4423)(cid:915)(cid:1943)(cid:3950)(cid:1736)(cid:3214)(cid:2597)(B)鄭氏三代的臺灣經營(cid:1124)(cid:501)(cid:1390)(cid:3059)(cid:12128)(cid:5043)(cid:3222)(cid:2398)(cid:3118)(C)朱一貴反清事件的始末()圖五(D),0.57,0.77
105,社會,10,10.()圖六是某出土文物上刻寫的銘文，(cid:914)(cid:924)(cid:996)(cid:1283)(cid:500)(cid:2276)(cid:2118)(cid:2443)(cid:1651)(cid:1018)(cid:928)依其內容大意判斷，最可能是呈現下(cid:4943)(cid:2016)(cid:500)(cid:1325)(cid:1737)(cid:1171)(cid:2226)(cid:1276)(cid:1747)(cid:502)(cid:1189)列何人的事蹟？(cid:4134)(cid:2241)(cid:2276)(cid:2118)(cid:500)(cid:1632)(cid:928)(cid:3733)(cid:1190)(cid:2284)(cid:10033)(A)(B)(cid:1923)(cid:501)(cid:1062)(cid:4500)(cid:914)(cid:915)(cid:500)(cid:2962)(cid:2458)(cid:1219)(cid:1242)秦始皇漢武帝(cid:2927)(cid:972)(cid:1237)(cid:1937)(cid:2123)(cid:3782)(cid:5245)(cid:500)(cid:1091)(cid:1072)(cid:3213)(cid:907)(cid:502)(C)(D),0.54,0.73
105,社會,11,11.()圖七呈現清中葉以後，朝廷允許外國傳(cid:3834)(cid:3058)(cid:947)(cid:3835)(cid:2760)(cid:1255)(cid:4726)(cid:1280)(cid:1937)(cid:2160)(cid:1747)(cid:2900)(cid:2929)(cid:2226)(cid:2895)教士在華活動範圍逐漸改變的情形。造成此轉變的原因，最可能是下列何者？(cid:3834)(cid:3058)(cid:947)(cid:1105)(cid:1072)(cid:1255)(cid:930)(cid:2631)(cid:3643)(cid:3311)(cid:2904)(cid:945)(cid:1758)(cid:3834)(cid:3058)(A)清朝對外條約的簽訂(B)太平天國的傳教影響(cid:3834)(cid:3058)(cid:947)(cid:1105)(cid:1072)(cid:1673)(cid:973)(cid:2927)(cid:995)(cid:1254)(cid:4207)(cid:5141)(cid:501)(cid:3834)(cid:3058)(C)清朝接受美國的門戶開放政策()圖七(D),0.58,0.73
105,社會,12,12.小韓無意間涉入一起珠寶竊案而遭檢察官約談，雖然案件仍在調查階段，但因媒體的報導，使小韓飽受朋友及路人的異樣眼光，他不平地認為社會上的法治素養實在有待加強。上述小韓指的法治素養最可能是下列何者？(A)告訴乃論之罪，司法人員不得主動追究(B)人民不分貧富貴賤，犯罪就要依法處罰(C)法律未明定處罰的行為，不得任意處罰0200(cid:2634)(D)(cid:7447)(cid:7447),0.5,0.82
105,社會,13,13.我國籍遠洋漁船上，船長與漁工的對話如下：(cid:17392)(cid:17392)漁工小義：「船長，我們可以下網捕魚了嗎？」(cid:7359)(cid:7359)Y(cid:2927)X(cid:2927)船長小城：「沒問題，我們的船已經開到可自由捕魚的公海上了。」根據上述內容判斷，小城的船隻最可能位於圖(八)中哪一個位置？圖(八)(A)(B)(C)(D),0.35,0.82
105,社會,14,14.()小安有甲、乙、丙三份工作機會，將其機會成本繪製表三()如表三。若小安在繪製表格時僅以薪資為考量，工作機會成本根據表中內容判斷，甲、乙、丙三份工作的薪資，甲丙的薪資由高到低依序為下列何者？乙甲的薪資(A)(B)丙、乙、甲甲、丙、乙丙甲的薪資(C)(D),0.53,0.71
105,社會,15,15.一位釣客因天黑視線不良誤入商港範圍內釣魚，但他的行為已違反相關法規，將可能被處以罰鍰，警方提醒民眾千萬不要因疏忽而觸法。上述釣客若被開罰而不服，依法他應先採下列何種方式進行權利救濟？(A)(B)向警察機關提出請願向高等法院提出上訴(C)(D),0.35,0.72
105,社會,16,16.某小鎮的夜市因各大美食節目頻頻採訪而聲名大噪，許多觀光客慕名而來，但因當地目前的基礎建設無法容納眾多人潮與車潮，導致交通堵塞情況嚴重。若?該小鎮的鎮長採取某種方法解決上述問題，下列何者最可能是他的作法(A)(B)增加所得稅收興建公共造產(C)(D),0.35,0.75
105,社會,17,17.某官員在接受質詢時說：「近來因國際投資客將大筆資金投入我國金融市場，使得新臺幣相對美元大幅升值，為避免過度升值對我國出口貿易產生不利影響，我們將會適時介入影響新臺幣的匯率、控制貨幣數量，以維持物價的穩定。」下列何者最可能是上述官員任職的政府機關？(A)(B)財政部經濟部(C)(D),0.44,0.68
105,社會,18,18.2012年，某作物的世界前四大出口國為泰國、印尼、越南和馬來西亞。根據這些國家的自然環境特徵判斷，該作物最可能為下列何者？(A)(B)小麥棉花(C)(D),0.58,0.57
105,社會,19,19.表(四)為某種環境問題在各個表(四)地區造成的影響，該環境問題地區影響持續惡化後，最可能出現下列喜馬拉雅山區冰河逐漸消退何種現象？熱帶海域大量珊瑚白化(A)海水淹沒沿海低窪地區北極地區部分動物棲息地減少(B)兩極地區海水鹽度上升溫帶地區出現熱帶地區常見的傳染病(C)沿海地區地層下陷嚴重(D),0.5,0.83
105,社會,20,20.2009「年侵襲臺灣的莫拉克颱風帶來驚人雨量，隨著豪雨沖刷下來的漂流木，布滿東海岸的海域，導致臺東許多漁港暫時關閉；部分漂流木更順著洋流流動到其他國家附近的海域，影響其海上作業船隻的安全。」根據臺灣附近洋流流向判斷，這些漂流木最可能會流動到哪個地區附近的海域？(A)(B)中國海南島印尼爪哇島(C)(D),0.47,0.69
105,社會,21,"21.一地的人口密度常隨海拔高度的不同而異，海拔高度人口密度()表五為某類型國家兩種海拔高度分區的人口1,000公尺以下較稀疏疏密狀況，其結果與全球多數國家相反。該1,000公尺以上較稠密類型國家最可能位於下列哪一緯度區內？(A)66.5N90N(B)30N60N°～°°～°(C)23.5N23.5S(D)40S66.5S",0.5,0.58
105,社會,22,22.《諸羅縣志》記載：「……為縣治往郡必由之路。舊時冬春架竹為之，上覆以土；夏秋水漲漂去，設渡以濟行人。」上文是描述臺灣某地過去在冬春時，會架起簡易的竹橋以利通行，夏秋時則因竹橋會遭沖毀遂改以渡船代之。上述不同季節的過溪方式，與當地河川的何種特色關係最密切？(A)(B)坡陡流急泥沙含量偏高(C)(D),0.6,0.59
105,社會,23,23.22N25N120E122E臺灣本島的位置約介於°～°，°～°之間。某中國旅遊團(24.16N至臺灣某地遊覽時，車上的定位系統測得該地的經緯度坐標為°，121.62E)°，該旅遊團最可能是在下列何處遊覽？(A)(B)嘉義阿里山花蓮太魯閣(C)(D),0.35,0.54
105,社會,24,24.「中國史上，某位皇帝考量原根據地的農業生產落後，且北方外族威脅漸弱，為有效擴張勢力，因此將都城向南遷徙到漢文化的重鎮。遷都後，因貴族與大臣反彈，甚至起而叛亂，皇帝剷除反對勢力後，更加大力推行漢化。」上文所述最可能是下列何事？(A)(B)忽必烈建都大都明成祖移都北京(C)(D),0.54,0.68
105,社會,25,25.()表六表六是某一組織的重要事件整理，根據內容判重要事件斷，下列何者最適合放入表中的「？」處？(A)★成立於十七世紀初從印度輸出大量瓷器販賣至中國(B)以白銀吸引中國商人至馬尼拉交易★？(C)以澳門為據點，推動亞洲傳教事業★曾在臺灣、南非好望角(D)設亞洲總部於巴達維亞，統籌經營等地建立殖民地,0.62,0.48
105,社會,26,26.表(七)呈現某帝國的形勢表(七)演變，此帝國最可能是下時間形勢演變列何者？十三世紀興起於安納托力亞高原(A)奧匈帝國十六世紀掌控巴爾幹半島，邁向全盛時期(B)拜占庭帝國十九世紀因俄國、英國、法國的侵略而衰弱(C)神聖羅馬帝國二十世紀第一次世界大戰戰敗，帝國瓦解(D),0.42,0.58
105,社會,27,27.以下是某書對臺灣的描述：「此時期臺灣居民不得與外國往來，而且統治者為了管制移民、稽查海盜，還限定臺灣與中國大陸的對渡港口。當時臺灣所輸出的稻米幾乎全部銷往福建及其附近地區，糖則主要運銷華中、華北和東北。」此時期由負責上述貨物運銷的商人所自行組成的組織，最可能是下列何者？(A)郊&郊＝行郊；(B)總理衙門：總理各洋行國事務衙門的簡稱。(C)市舶司(D),0.54,0.63
105,社會,28,28.某雜誌對臺灣當時的鐵路建設有以下描述：「目前已修築完成的鐵路，路線包括：()一、從基隆經臺北、新竹到中港今竹南，二、從大稻埕、臺北到淡水，三、從嘉義經臺南到打狗等。至於中港到嘉義間，由於需跨越多條河流，工程尤其困難，但預計在幾年後，就可以貫通臺灣南北。」雜誌的描寫，其時間點最可能在下列哪一時期？(A)(B)荷蘭統治時期鄭氏統治時期(C)(D),0.41,0.54
105,社會,29,29.()圖九是關於我國《憲法》中人民基本權利的分類，(cid:11866)(cid:19248)(cid:15089)(cid:20945)(cid:17688)(cid:15089)阿偉聽完老師的講解後，在課本上加了甲、乙、丙、(cid:1176)(cid:908)(cid:12400)(cid:15251)丁四個註解，下列何者最適合作為「乙」註解的內容？(A)(cid:1063)(cid:909)報考公務人員考試(cid:9150)(cid:18097)(cid:15089)(cid:9130)(cid:13606)(cid:15089)(B)提供民眾職業訓練管道(C)投書媒體評論政府政策圖(九)(D),0.49,0.74
105,社會,30,30.公民老師請同學以生活中的表(八)新聞為題材，利用課堂所學姓名新聞標題為新聞內容訂標題。根據表(八)小美十三歲嫌犯，將移送少年法院審理的內容判斷，哪一位同學寫小幸食品檢驗不合格，縣政府將處罰鍰的標題有誤？阿楷行政機關浪費水，監察院提出糾正(A)(B)小美小幸阿涵冷血殺人犯，檢察官作出死刑判決(C)(D),0.44,0.65
105,社會,31,31.某景點的特色是搭船遊湖欣賞湖光山色，各船公司紛紛推出不同的廣告標()語來吸引遊客搭乘。圖十是某四家船公司的廣告標語，其中何者運用了「需求法則」的概念？(cid:17392)(cid:7447)(cid:2858)(cid:3377)(cid:1235)(cid:3177)(cid:4944)(cid:2194)(cid:1762)(cid:1374)(cid:1602)(cid:3228)(cid:514)(cid:3260)(cid:5244)(cid:3306)(cid:1317)(cid:2878)(cid:2748)(cid:1963)(cid:4962)(cid:1030)(cid:4957)(cid:1291)(cid:1047)(cid:3943)(cid:2425)(cid:516)(cid:3699)(cid:5005)(cid:1952)(cid:4603)(cid:3709)(cid:2549)(cid:3536)(cid:516)(cid:7383)(cid:7359)(cid:5579)(cid:3766)(cid:1119)(cid:3650)(cid:3260)(cid:3210)(cid:514)(cid:1013)(cid:1128)(cid:1260)(cid:1907)(cid:1204)(cid:2609)(cid:514)(cid:1120)(cid:5110)(cid:3210)(cid:2612)(cid:1404)(cid:3763)(cid:3943)(cid:1266)(cid:3650)(cid:516)(cid:3260)(cid:2874)(cid:4101)(cid:2184)(cid:1787)(cid:5423)(cid:6236)(cid:1260)(cid:2624)(cid:516)()圖十(A)(B)(C)(D),0.51,0.59
105,社會,32,32.新聞報導：某業者成立基金會，並設置專線作為捐款平臺，讓民眾可以透過這個管道，即時捐款給需要幫助的人，民眾每捐一元，基金會也捐一元，共同響應公益活動。根據上述內容判斷，關於該基金會的敘述，下列何者最適當？(A)屬於地方自治組織的一種(B)成立依據為《集會遊行法》(C)推動該活動可落實社會責任(D),0.38,0.55
105,社會,33,33.()圖十一為我國某地區在一段期間內發生的各類(cid:8898)(cid:26396)(cid:22770)(cid:22749)(cid:14086)(cid:7604)(cid:19503)(cid:22726)(cid:19470)(cid:13914)訴訟案件統計結果。根據圖中資料判斷，下列哪一項推論最合理？1.(cid:1159)(cid:1635)(cid:2594)(cid:1209)145(cid:1209)(A)45提起公訴的案件可能為件2.(cid:1225)(cid:1635)(cid:2594)(cid:1209)42(cid:1209)(B)50提起公訴的案件可能為件3.(cid:1353)(cid:2169)(cid:2594)(cid:1209)8(cid:1209)(C)126可以調解的案件可能為件(D)可以調解的案件可能為162件圖(十一),0.39,0.22
105,社會,34,34.表(九)為某一海港表(九)歷年四季的風向頻(cid:2405)(cid:1243)IIIIIIIV(cid:5321)(cid:2405)(cid:2405)(cid:1243)(cid:1001)(cid:5930)(cid:1745)(cid:4079)(%)(%)(%)(%)(%)N率統計。若僅考慮(cid:44)(cid:44)(cid:44)(cid:44)(cid:44)(cid:44)(cid:2174)46.713.815.721.81.9盛行風向，該港口最可能位於下列哪(cid:2489)19.120.033.026.11.8WE(cid:2303)63.36.08.721.01.0(cid:44)(cid:44)(cid:44)(cid:44)(cid:44)(cid:44)(cid:44)(cid:44)(cid:57)(cid:57)個地區？(A)英國西部(cid:1086)72.16.75.514.80.9S(B)臺灣北部(C)中國東北部(D),0.36,0.5
105,社會,35,35.都市發展與交通息息相關，大都市表(十)常位在各種交通方式交會的樞紐類型交通方式上。小明整理中國大連、北京、甲鐵路－公路樞紐上海、重慶的交通方式，將其歸納乙海運－鐵路－公路樞紐()成表十的四種類型。下列對於上丙河運－鐵路－公路樞紐述四個都市與右表的對應，何者丁河運－海運－鐵路－公路樞紐正確？(A)北京為甲類(B)重慶為乙類(C)上海為丙類(D),0.28,0.47
105,社會,36,36.圖(十二)是某地各季的國際遊客比例。已知當3530地乾季的國際遊客比例最高，該地最可能位於25下列何處？20(A)澳洲西南部地區15(B)10阿根廷彭巴草原5(C)法國地中海沿岸03~5(cid:1044)6~8(cid:1044)9~11(cid:1044)12~2(cid:1044)(D),0.2,0.4
105,社會,37,37.2003年起，中國在六大地區中的某地區實施多項振興經濟的措施，例如：(1)更新工廠老舊設施或進行工業升級。(2)加強與俄羅斯、北韓邊界地區的經貿合作。(3)進行礦業、林業等資源型都市的轉型。下列何者最可能也是該地區進行的計畫之一？(A)改善農地排水問題，增加糧食生產(B)規畫南水北調工程，穩定水源供給(C)增設經濟特區，加強和中亞的貿易(D),0.51,0.31
105,社會,38,38.「此一朝代版圖遼闊，境內民族複雜，蒙古、女真、契丹、高麗、漢族等族雜居；加上先前的軍事行動，曾經遠達西亞、歐洲，帶回突厥、波斯、()斡羅思俄羅斯及東歐各族人士。上述情況使得此朝代族群繁多，遠遠超過其他時期，在中國史上可謂獨一無二。」此一朝代最可能是下列何者？(A)漢朝(B)唐朝(C)元朝(D),0.47,0.54
105,社會,39,39.()2005圖十三為年某博物館的宣傳海報，下列何者最可能是圖中所指「偉大的海上探險」所帶來的影響之一？(A)引發探險風氣，延續歐洲海外拓殖熱潮(B)貿易管道暢通，中國白銀大量流入歐洲(C)中國聲威遠播，奠定華人移居東南亞基礎(D),0.53,0.45
105,社會,40,40.動畫公司設計一部名為「百步蛇與太陽旗的戰爭」的短片，若影片內容須合()乎歷史發展脈絡，則圖十四中「丙場景」應為下列何者？(cid:1176)(cid:908)(cid:1063)(cid:909)(cid:3409)(cid:3409)(cid:3409)(cid:3409)(cid:3507)(cid:3507)(cid:3507)(cid:3507)(cid:2661)(cid:3162)(cid:915)(cid:1159)(cid:4993)(cid:4214)(cid:4778)(cid:2405)(cid:500)(cid:1042)(cid:1153)(cid:5718)(cid:945)(cid:1088)(cid:1390)(cid:4533)(cid:6268)(cid:500)(cid:510)(cid:510)(cid:510)(cid:510)(cid:510)(cid:510)(cid:510)(cid:510)(cid:500)(cid:3118)(cid:1482)(cid:1805)(cid:4577)(cid:1042)(cid:1153)(cid:1088)(cid:1390)(cid:2241)(cid:4422)(cid:2220)(cid:1343)(cid:2052)(cid:4533)(cid:6268)(cid:502)(cid:4534)(cid:2458)(cid:1360)(cid:1159)(cid:3623)(cid:1171)(cid:5151)(cid:5103)(cid:502)(cid:510)(cid:510)(cid:510)(cid:510)(cid:510)(cid:510)(cid:510)(cid:502)(cid:2021)(cid:1159)(cid:4096)(cid:5520)(cid:502)()圖十四(A)淡水、基隆為主要戰場，兩軍死傷無數(B)原住民在南投山區抗日，日軍傷亡慘重(C)朝廷任命沈葆楨為欽差大臣，來臺加強防務(D),0.54,0.56
105,社會,41,41.()(cid:22589)(cid:8193)(cid:22)(cid:21)(cid:11570)圖十五描繪某一重要史事演變及擴展(cid:22589)(cid:8193)(cid:21)(cid:19)(cid:19)(cid:11570)的過程，根據年代與分布範圍的改變判(cid:22589)(cid:8193)(cid:23)(cid:19)(cid:19)(cid:11570)斷，此圖片的主題最可能是下列何者？(cid:22589)(cid:8193)(cid:25)(cid:19)(cid:19)(cid:11570)(A)基督教的傳播(B)日耳曼民族的遷徙(C)伊斯蘭文化的發展(cid:23605)(cid:15694)(cid:9710)(D),0.41,0.41
105,社會,42,42.()老師在課堂上讓同學進行角色扮表十一演，透過相互對話的方式，了解同學角色對話內容我國中央政府的職權運作與互動小哲甲我決定提名阿誠為大法官。()關係。根據表十一的內容判斷，我認為阿誠不適任，所以我大熊乙下列關於甲、乙職權的敘述何者不同意這個人事任命案。正確？(A)甲可對乙提出覆議(B)乙可對甲提出質詢(C)甲可解釋法律命令(D),0.29,0.63
105,社會,43,43.圖(十六)是根據市場調查結果所繪製出的需求(cid:4669)(cid:2609)曲線圖，某公司打算藉此結果為甲、乙二種不(cid:1176)(cid:993)((cid:908)同產品訂價。若此公司隨時備有足夠產品可供)20應市場所需，則依圖中內容判斷，該公司採用15下列何種價格組合的銷貨收入最高？(A)15甲、乙產品皆為元05810(cid:4775)(cid:3782)((cid:943)(cid:2433))(B)20甲、乙產品皆為元()圖十六(C)1520甲產品元，乙產品元(D)2015,0.48,0.51
105,社會,44,44.表(十二)為甲、乙、丙、丁四國在最近表(十二)一次國會選舉後的席次資料。若此四國國家國會席次資料的政黨制度型態相當穩定，且各國前三甲第二大黨獲得20%的席次大黨在每次國會改選後獲得的席次總乙第二大黨獲得47%的席次95%和，占總席次的比例皆超過，根據丙第三大黨獲得2%的席次表中資料判斷，下列何者的政黨制度型丁第三大黨獲得31%的席次態最可能傾向多黨制？(A)(B)甲乙(C)(D),0.5,0.52
105,社會,45,45.小岩、小太與小冬三人，以同時段由其中二人工作的表(十三)方式輪班生產饅頭與包子，且每人一次只負責生產一饅頭包子()項產品，表十三為他們的產能狀況。若小太與小岩搭小岩5040檔生產時，小岩在生產饅頭上具有比較利益；而小太與小太40甲小冬搭檔生產時，小冬在生產包子上具有比較利益，根小冬2525據表中資料判斷，甲最可能為下列何者？單位：個/小時(A)25(B)30(C)35(D)40,0.45,0.45
105,社會,46,46.右列是小美在某一份專題報告中所1.SARS流感、等疾病，透過便捷的舉的例子。根據其內容判斷，下列交通運輸網在世界各地蔓延。何者最可能是小美報告的主題？2.部分國家發展工業時大量使用化石(A)科技倫理燃料，加速地球暖化。(B)全球關連3.國際金融風暴與國際油價攀升，對(C)區域統合各國經濟發展造成影響。(D),0.36,0.93
105,社會,47,47.交通部觀光局推出「臺灣好行」觀光巴士，規畫許多觀光(cid:22654)(cid:8199)(cid:23725)(cid:19608)()路線，藉此行銷臺灣各地區的獨特魅力。圖十七顯示其中一條規畫的路線，此路線的觀光特色主要為下列何者？(A)糖廠文化(B)客家文化(C)鹽田景觀(D),0.49,0.73
105,社會,48,48.老師在課堂上介紹完文化表(十四)的特徵後，抽籤點了四位特徵同學回答內容同學，要他們分別對各個古代書寫的隸書、楷書，逐漸差異性小周特徵舉例。根據表(十四)的演變成我們今日所使用的文字。內容判斷，下列哪一位同世界各地的人們，大多都有與家普遍性阿星學的回答內容最不適當？人、親戚一同慶祝團聚的習俗。(A)小周我國修改交通法規，規定乘坐小制約性琪琪(B)阿星客車後座的乘客應繫上安全帶。(C)琪琪從腳踏車至汽、機車，人們發明累積性小貞(D)小貞更舒適的交通工具往來各地。,0.5,0.73
105,社會,49,49.圖(十八)為1991至2010年臺灣成(cid:11)(cid:20664)(cid:25)(cid:19)(cid:8130)(cid:16161)衣出口產值的變化情形，造成(cid:20044)(cid:12494)(cid:23)(cid:19)(cid:8193)(cid:22305)該變化趨勢的主要原因為何？(cid:12)(cid:8376)(cid:8865)(cid:21)(cid:19)(A)加入世界貿易組織(cid:17376)(B)國內生產成本提高(cid:7930)(cid:19)(cid:20)(cid:28)(cid:28)(cid:24)(cid:21)(cid:19)(cid:19)(cid:19)(cid:21)(cid:19)(cid:19)(cid:24)(cid:21)(cid:19)(cid:20)(cid:19)(cid:11)(cid:11570)(cid:12)(C)國外市場規模擴大圖(十八)(D),0.34,0.5
105,社會,50,50.政府透過許多管道推動社會福利相關政策，例如：以公益彩券回饋金，協助經濟弱勢民眾繳納部分健保相關費用；放寬低收入戶審查門檻，協助經濟弱勢家庭獲得社會救助等。上述政府的二項作法，最主要是為了達成下列何項目的？(A)確保民眾財產權利(B)縮短城鄉發展差距(C)保障人民生存權利(D)推廣志工服務活動表(十五),0.39,0.71
105,社會,51,51.()表十五呈現歷史上某變革的內容，?中(cid:2822)(cid:3981)(cid:1254)(cid:2350)(cid:2927)最適合填入下列何者？(cid:1296)(cid:3514)(cid:3834)(cid:2350)(cid:2927)(A)封建莊園經濟的強化(cid:4766)(cid:1254)(cid:2900)(cid:2317)(cid:2218)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:4795)(cid:3340)(B)科學革命思想的萌芽(cid:46)(cid:3941)(cid:5227)(cid:2084)(cid:1137)(cid:1937)(cid:1861)(cid:1189)(C)君權神授觀念的鞏固(cid:4729)(cid:6108)(cid:46)(cid:960)(cid:4727)(cid:1675)(cid:2123)(cid:1937)(cid:1088)(cid:3164)(D)社會主義學說的興起(cid:46)(cid:64),0.52,0.54
105,社會,52,52.在某本以近現代中國為背景的小說中寫到：「最近，國家開始實施新政策，由政府指定中央、交通、中國這幾家銀行發行法幣。我想，此政策若真能好好實行，改善過去幣制混亂的情況，買賣交易就比較好做了。」這段話所呈現的最可能是中國處於下列何種局勢下的情況？(A)戊戌變法期間，朝廷推動經濟改革(B)八國聯軍結束，朝廷陸續推行新政(C)北伐統一完成，政府致力建設發展(D),0.55,0.43
105,社會,53,53.表(十六)為中國全國與上海的常表(十六)住人口年齡結構，顯示上海的全國上海常住人口年齡結構變化趨勢與年齡(歲)2000年2010年2000年2010年全國不一致。上述現象與上海0-1422.9%16.6%12.2%8.6%的何項特徵關係最密切？15-6470.1%74.5%76.3%81.3%(A)房產價格較高65以上7.0%8.9%11.5%10.1%(B)就業機會較多(C)老人福利較佳(D),0.38,0.67
105,社會,54,54.以下是旅遊書對某座教堂的描述：「十六世紀上半葉，西班牙人在昔日印加帝國神廟打磨精美的石頭基座上，建造宏偉的聖多明哥教堂。」文中的教堂最可能位於現今哪一國家？(A)(B)古巴秘魯(C)(D),0.37,0.44
105,社會,55,55.()圖十九是一幅歷史照片與說1947(cid:1283)(cid:500)(cid:1302)(cid:907)(cid:1359)(cid:4533)(cid:2052)(cid:915)(cid:1255)(cid:4533)(cid:6268)(cid:3279)明，圖說人物曾兩度被俘。依(cid:2169)(cid:1772)(cid:4731)(cid:1108)(cid:500)(cid:5311)(cid:3325)(cid:3799)(cid:2373)(cid:973)(cid:2927)(cid:3694)(cid:1095)(cid:2902)據說明，此人最可能先後被(cid:5103)(cid:500)(cid:5103)(cid:3059)(cid:3279)(cid:2024)(cid:2133)(cid:4883)(cid:917)(cid:4773)(cid:2376)(cid:505)1950下列何者所俘？(cid:1283)(cid:1078)(cid:500)(cid:1076)(cid:2902)(cid:4534)(cid:5612)(cid:5103)(cid:500)(cid:1222)(cid:2123)(cid:3279)(cid:2024)(cid:505)(A)日本、美國(cid:3368)(cid:2133)(cid:1072)(cid:552)(cid:1648)(cid:5660)(cid:4096)(cid:947)(cid:553)(cid:1610)(cid:1001)(cid:1991)(cid:4533)(cid:500)(B)日本、中國國民黨(cid:2472)(cid:2425)(cid:1255)(cid:1158)(cid:5251)(cid:5814)(cid:973)(cid:502)(C)中國共產黨、美國()(D)圖十九,0.44,0.36
105,社會,56,56.根據該國地理位置判斷，其主要的氣候類型為下列何者？(A)熱帶雨林氣候(B)熱帶沙漠氣候(C)溫帶大陸性氣候(D),0.53,0.54
105,社會,57,57.下列何國的主要出口產品與該國最為類似？(A)中國(B)南韓(C)紐西蘭(D),0.58,0.73
105,社會,58,58.()20002010表十七為至年德國、埃及、卡達、墨西哥的人口資料。根據上文描述，其中何者最可能為卡達？()(A)表十七甲(B)項目自然增加率社會增加率幼年人口老年人口乙國家(‰)(‰)(%)(%)(C)丙甲11.811.521.81.2(D),0.45,0.5
105,社會,59,59.文中監禁皮雷茨基的集中營，最可能位於()圖二十一中甲、乙、丙、丁何處？(cid:17392)(cid:7359)(A)甲(cid:7447)(B)乙(C)丙(D)(cid:7383),0.48,0.67
105,社會,60,60.上文中皮雷茨基獲得平反，最可能與下列何者有關？(A)(B)法西斯黨勢力的衰微歐洲共產政權的瓦解(C)(D),0.49,0.61
105,社會,61,61.若劇中場景發生在我國，下列何者最可能是主角父親所擔任的公職？(A)(B)和美鎮鎮長高雄市市長(C)(D),0.43,0.48
105,社會,62,62.劇中主角在選舉時所提出的政見，最可能是為了因應下列哪一項社會問題？(A)(B)少年犯罪嚴重性別比例失衡(C)(D),0.42,0.9
105,社會,63,63.根據上述內容，下列何者最能解釋文末劇中主角的心路歷程？(A)社會主義(B)需求法則(C)需求層次理論&需求層次理論＝個人需求層次理論(D),0.57,0.65
106,社會,1,1.50目前因婚姻關係來臺灣的新移民已超過萬人，政府透過許多方式協助他們適應臺灣社會，例如建置數位資訊平臺，以多國語文的網頁介面，提供數位學習及文化交流的空間。上述多國語文最可能涵括下列何者？(A)俄羅斯文、德文(B)越南文、印尼文(C)阿拉伯文、土耳其文(D),0.4,0.9
106,社會,2,2.()圖一為臺灣某次馬拉松比賽路線圖，參賽者在路跑過程中，最可能看到下列何種景觀？(A)岬角與海灣相間(B)潟湖、沙洲遍布(C)大規模的隆起珊瑚礁(D),0.47,0.87
106,社會,3,3.2014年，中國與甲國簽署了乳製品的合作協議，由於甲國向來以酪農業發達著稱，兩國合作將有助於提高中國乳製品的品質與產量。甲國最可能為下列何者？(A)北韓(B)荷蘭(C)泰國(D),0.32,0.68
106,社會,4,4.()圖二為臺灣某月分的月平均等雨量線圖，根據圖中雨量的分布狀況判斷，該月分臺灣的氣候特色為下列何者？(A)高溫多對流雨(B)易形成滯留鋒(C)東北季風盛行(D),0.49,0.77
106,社會,5,5.某國的國旗以白色為底，上有藍色十字，充分展現該國的自然與人文特色。因該國有四分之一的國土在北極圈內，氣候寒冷，故白色象徵冬季白雪覆蓋的國土；藍色象徵境內廣布的冰蝕湖、河流；十字表示該國在歷史上與其他北歐鄰國的密切關係。上文是在介紹何國的國旗？(A)丹麥(B)芬蘭(C)瑞士(D),0.51,0.61
106,社會,6,6.下列為臺灣某份刊物上刊載的文章：今日針對普及衛生思想，監督指導的單位須以身作則，首先應喚起市街庄行政人員的自覺，有效配合地方上保甲的力量。此外，藉由小學校、公學校對衛生教育的提倡、社會上報章雜誌的宣傳，來提升民眾的衛生意識。根據內容判斷，此段文章主要在討論下列何者？(A)荷蘭聯合東印度公司推動衛生教育(B)中華民國政府規畫與施行衛生教育(C)清朝開港通商時，傳教士引進公共衛生觀念(D),0.5,0.88
106,社會,7,7.()圖三是某機構的性質及工作內容示意圖。據此判斷，該機構最可能為下列何者？(A)郊&郊＝行郊(B)公行(C)市舶司(D),0.51,0.74
