年度,科目,題號,題目
105,社會,46,46.右列是小美在某一份專題報告中所1.SARS流感、等疾病，透過便捷的舉的例子。根據其內容判斷，下列交通運輸網在世界各地蔓延。何者最可能是小美報告的主題？2.部分國家發展工業時大量使用化石(A)科技倫理燃料，加速地球暖化。(B)全球關連3.國際金融風暴與國際油價攀升，對(C)區域統合各國經濟發展造成影響。(D)
105,社會,47,47.交通部觀光局推出「臺灣好行」觀光巴士，規畫許多觀光(cid:22654)(cid:8199)(cid:23725)(cid:19608)()路線，藉此行銷臺灣各地區的獨特魅力。圖十七顯示其中一條規畫的路線，此路線的觀光特色主要為下列何者？(A)糖廠文化(B)客家文化(C)鹽田景觀(D)
105,社會,48,48.老師在課堂上介紹完文化表(十四)的特徵後，抽籤點了四位特徵同學回答內容同學，要他們分別對各個古代書寫的隸書、楷書，逐漸差異性小周特徵舉例。根據表(十四)的演變成我們今日所使用的文字。內容判斷，下列哪一位同世界各地的人們，大多都有與家普遍性阿星學的回答內容最不適當？人、親戚一同慶祝團聚的習俗。(A)小周我國修改交通法規，規定乘坐小制約性琪琪(B)阿星客車後座的乘客應繫上安全帶。(C)琪琪從腳踏車至汽、機車，人們發明累積性小貞(D)小貞更舒適的交通工具往來各地。
105,社會,49,49.圖(十八)為1991至2010年臺灣成(cid:11)(cid:20664)(cid:25)(cid:19)(cid:8130)(cid:16161)衣出口產值的變化情形，造成(cid:20044)(cid:12494)(cid:23)(cid:19)(cid:8193)(cid:22305)該變化趨勢的主要原因為何？(cid:12)(cid:8376)(cid:8865)(cid:21)(cid:19)(A)加入世界貿易組織(cid:17376)(B)國內生產成本提高(cid:7930)(cid:19)(cid:20)(cid:28)(cid:28)(cid:24)(cid:21)(cid:19)(cid:19)(cid:19)(cid:21)(cid:19)(cid:19)(cid:24)(cid:21)(cid:19)(cid:20)(cid:19)(cid:11)(cid:11570)(cid:12)(C)國外市場規模擴大圖(十八)(D)
105,社會,50,50.政府透過許多管道推動社會福利相關政策，例如：以公益彩券回饋金，協助經濟弱勢民眾繳納部分健保相關費用；放寬低收入戶審查門檻，協助經濟弱勢家庭獲得社會救助等。上述政府的二項作法，最主要是為了達成下列何項目的？(A)確保民眾財產權利(B)縮短城鄉發展差距(C)保障人民生存權利(D)推廣志工服務活動表(十五)
105,社會,51,51.()表十五呈現歷史上某變革的內容，?中(cid:2822)(cid:3981)(cid:1254)(cid:2350)(cid:2927)最適合填入下列何者？(cid:1296)(cid:3514)(cid:3834)(cid:2350)(cid:2927)(A)封建莊園經濟的強化(cid:4766)(cid:1254)(cid:2900)(cid:2317)(cid:2218)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:4795)(cid:3340)(B)科學革命思想的萌芽(cid:46)(cid:3941)(cid:5227)(cid:2084)(cid:1137)(cid:1937)(cid:1861)(cid:1189)(C)君權神授觀念的鞏固(cid:4729)(cid:6108)(cid:46)(cid:960)(cid:4727)(cid:1675)(cid:2123)(cid:1937)(cid:1088)(cid:3164)(D)社會主義學說的興起(cid:46)(cid:64)
105,社會,52,52.在某本以近現代中國為背景的小說中寫到：「最近，國家開始實施新政策，由政府指定中央、交通、中國這幾家銀行發行法幣。我想，此政策若真能好好實行，改善過去幣制混亂的情況，買賣交易就比較好做了。」這段話所呈現的最可能是中國處於下列何種局勢下的情況？(A)戊戌變法期間，朝廷推動經濟改革(B)八國聯軍結束，朝廷陸續推行新政(C)北伐統一完成，政府致力建設發展(D)
105,社會,53,53.表(十六)為中國全國與上海的常表(十六)住人口年齡結構，顯示上海的全國上海常住人口年齡結構變化趨勢與年齡(歲)2000年2010年2000年2010年全國不一致。上述現象與上海0-1422.9%16.6%12.2%8.6%的何項特徵關係最密切？15-6470.1%74.5%76.3%81.3%(A)房產價格較高65以上7.0%8.9%11.5%10.1%(B)就業機會較多(C)老人福利較佳(D)
105,社會,54,54.以下是旅遊書對某座教堂的描述：「十六世紀上半葉，西班牙人在昔日印加帝國神廟打磨精美的石頭基座上，建造宏偉的聖多明哥教堂。」文中的教堂最可能位於現今哪一國家？(A)(B)古巴秘魯(C)(D)
105,社會,55,55.()圖十九是一幅歷史照片與說1947(cid:1283)(cid:500)(cid:1302)(cid:907)(cid:1359)(cid:4533)(cid:2052)(cid:915)(cid:1255)(cid:4533)(cid:6268)(cid:3279)明，圖說人物曾兩度被俘。依(cid:2169)(cid:1772)(cid:4731)(cid:1108)(cid:500)(cid:5311)(cid:3325)(cid:3799)(cid:2373)(cid:973)(cid:2927)(cid:3694)(cid:1095)(cid:2902)據說明，此人最可能先後被(cid:5103)(cid:500)(cid:5103)(cid:3059)(cid:3279)(cid:2024)(cid:2133)(cid:4883)(cid:917)(cid:4773)(cid:2376)(cid:505)1950下列何者所俘？(cid:1283)(cid:1078)(cid:500)(cid:1076)(cid:2902)(cid:4534)(cid:5612)(cid:5103)(cid:500)(cid:1222)(cid:2123)(cid:3279)(cid:2024)(cid:505)(A)日本、美國(cid:3368)(cid:2133)(cid:1072)(cid:552)(cid:1648)(cid:5660)(cid:4096)(cid:947)(cid:553)(cid:1610)(cid:1001)(cid:1991)(cid:4533)(cid:500)(B)日本、中國國民黨(cid:2472)(cid:2425)(cid:1255)(cid:1158)(cid:5251)(cid:5814)(cid:973)(cid:502)(C)中國共產黨、美國()(D)圖十九
105,社會,56,56.根據該國地理位置判斷，其主要的氣候類型為下列何者？(A)熱帶雨林氣候(B)熱帶沙漠氣候(C)溫帶大陸性氣候(D)
105,社會,57,57.下列何國的主要出口產品與該國最為類似？(A)中國(B)南韓(C)紐西蘭(D)
105,社會,58,58.()20002010表十七為至年德國、埃及、卡達、墨西哥的人口資料。根據上文描述，其中何者最可能為卡達？()(A)表十七甲(B)項目自然增加率社會增加率幼年人口老年人口乙國家(‰)(‰)(%)(%)(C)丙甲11.811.521.81.2(D)
105,社會,59,59.文中監禁皮雷茨基的集中營，最可能位於()圖二十一中甲、乙、丙、丁何處？(cid:17392)(cid:7359)(A)甲(cid:7447)(B)乙(C)丙(D)(cid:7383)
105,社會,60,60.上文中皮雷茨基獲得平反，最可能與下列何者有關？(A)(B)法西斯黨勢力的衰微歐洲共產政權的瓦解(C)(D)
105,社會,61,61.若劇中場景發生在我國，下列何者最可能是主角父親所擔任的公職？(A)(B)和美鎮鎮長高雄市市長(C)(D)
105,社會,62,62.劇中主角在選舉時所提出的政見，最可能是為了因應下列哪一項社會問題？(A)(B)少年犯罪嚴重性別比例失衡(C)(D)
105,社會,63,63.根據上述內容，下列何者最能解釋文末劇中主角的心路歷程？(A)社會主義(B)需求法則(C)需求層次理論&需求層次理論＝個人需求層次理論(D)
105,自然,1,1.()圖一為方糖投入水中的過程示意圖，其中乙到丙的過程與下列何種情形最類似？(A)在客廳聞到廚房飄來的飯菜味(B)使用吸管可吸取杯內下方的水(C)二氧化碳降溫加壓可製成乾冰(D)ᵬ
105,自然,2,2.「住在靠馬路的房屋，屋內地板常有很多灰塵與砂粒，可能是因馬路上的車輛行駛過去產生的風將地面灰塵與砂粒吹起，透過開啟的窗戶進到房屋內，最後停留在屋內地板。」有關上述砂粒從馬路到屋內的過程中所包含的地表地質作用及其順序，下列何者最合理？(A)(B)先侵蝕後沉積先沉積後搬運(C)(D)
105,自然,3,3.西元1970年某果園內白蟲和黑蟲所占表(一)10的數量比例相同，其後每隔年再次調查，發現白蟲和黑蟲的比例差距逐()漸增大，如表一所示。已知白蟲和黑蟲為同種昆蟲，且兩者的數量總和在各年代間皆相同，若以天擇的概念解釋此果園內白蟲和黑蟲比例的變化，下列何者最合理？(A)黑蟲在此環境中較白蟲易存活(B)黑蟲比白蟲較容易被天敵捕捉(C)白蟲的基因大量發生突變而變成黑蟲(D)
105,自然,4,4.取溫度、材質及體積相同的甲、乙兩金屬球，將甲球漆成白色，乙球漆成黑20色，再將兩球以細線並排懸吊於空中，放置在陽光下曝曬，分鐘後測量兩者3溫度，結果乙球比甲球高℃，下列何者是此現象發生的主要原因？(A)(B)白色可增加金屬球的比熱黑色可增加金屬球的比熱(C)(D)
105,自然,5,5.「起雲劑」是一種食品添加物，也是一種界面活性劑，能使原本有明顯界面、不互溶的水狀與油狀液體混合均勻而不分層。下列哪一種物質()加入圖二的油水分層試管中，最能達到上述的效果？(A)蒸餾水(B)肥皂水(C)飽和食鹽水()圖二(D)
105,自然,6,6.當某一生態系達到平衡時，下列相關敘述何者最合理？(A)物質不再有循環利用的現象(B)引進外來種繁衍會改變原來的平衡(C)()群集群落中的每一族群出生數目等於死亡數目(D)
105,自然,7,7.已知某種具有葉綠體的原生生物會分解養分產生能量，推測該生物能否進行光合作用或呼吸作用，下列敘述何者正確？(A)(B)僅可進行光合作用僅可進行呼吸作用(C)(D)
105,自然,8,8.()某動物在不同環境溫度下的體溫變化，如圖三所示。則此動物維持體溫方式的相關敘述，下列何者正確？(A)外溫動物，主要藉由代謝產生的熱量維持體溫(B)外溫動物，主要從外界環境吸收熱量維持體溫(C)內溫動物，主要藉由代謝產生的熱量維持體溫(D)
105,自然,9,9.進行屋頂防水工程時會受天候條件影響，而乾燥、高溫的大熱天將有助於防水工程的品質，因此不宜在條件不佳的天氣貿然施作。下列是臺灣北部四個不同時段的主要天氣敘述，其中何者最適合進行此工程？(A)太平洋高壓籠罩，天氣狀況穩定(B)大陸冷高壓影響，東北季風增強(C)春、夏交替之際，滯留鋒面停留(D)()
105,自然,10,10.某防災研究單位，將各種不同設計方式的房屋模型，放在一個能模擬地震時搖晃程度的底座上，逐步增加搖晃的大小，直到房屋模型倒塌。此實驗是用來測試各種房屋設計的耐震程度，關於上述實驗中，底座搖晃程度的強弱變化與下列何者代表的意義最接近？(A)(B)震央位置震源深度(C)(D)
105,自然,11,11.X在固定壓力改變溫度的實驗中，測得純物質的甲、乙、丙三種不同狀態，如()圖四所示。甲、乙、丙分別為物質三態中的哪一種？(A)甲：固態，乙：液態，丙：氣態(B)甲：固態，乙：氣態，丙：液態(C)甲：液態，乙：固態，丙：氣態(D)
105,自然,12,12.PPQPQPS智耀在筆直的跑道上折返跑，他從點起跑，其路徑為→→→→→，15s()總共歷時，如圖五所示。下列何者可表示此次智耀折返跑的平均速率？(A)0.33m/s(B)0.33m/s，方向向西(C)3m/s()(D)3m/s圖五
105,自然,13,13.()如圖六所示，一個箱子的四面被標記為甲、乙、丙、丁，箱內有一株幼苗在以鐵絲固定的濕棉花上生長，且此箱子一直放置在黑暗環境中。根據此幼苗彎曲生長的方向，推測箱子在該環境中被放置時，最可能是以哪一面接觸水平地面？(A)甲ᵬ(B)乙(C)丙(D)
105,自然,14,14.()甲、乙及丙為一臺複式顯微鏡上三種不同倍率的物鏡，其外型如圖七所示。小柏使用此顯微鏡觀察植物細胞，他利用乙物鏡觀察後，再轉換另一物鏡，結果視野下的細胞數目減少，有關他轉換後的物鏡及其視野範圍的變化，下列何者最合理？(A)甲，視野範圍放大(B)甲，視野範圍縮小(C)丙，視野範圍放大(D)
105,自然,15,15.()圖八是某地在一年中，白晝與黑夜在一天中所占的時間關係圖，淺色區域表示白晝的時間範圍，深色區域表示黑夜的時間範圍，兩條黑色曲線由上至下分別是日出與日落時間變化。根據圖中資訊判斷，下列敘述何者最不合理？(A)該地應該位在赤道以南的地區(B)511月是晝長夜短，月是晝短夜長()圖八(C)4不同月分的日出時間，最多相差約個小時(D)8
105,自然,16,16.()()表二為小慧列出家燕及家雨燕表二的分類資料，她推論「家燕和家雨燕在分類上為不同科的生物」，依生物分類階層的概念，小慧最可能是根據表中的哪一項內容作出推論？(A)(B)(C)(D)
105,自然,17,17.()圖九為向日葵植株與南瓜植株的雌蕊構造示意圖，已知向日葵的甲部位可發育成一個帶殼葵瓜子，南瓜的乙構造可發育成一個帶殼南瓜子，有關此兩種帶殼的瓜子為果實或種子之敘述，下列何者正確？(A)兩者皆為果實(B)兩者皆為種子(C)葵瓜子為果實，南瓜子為種子(D)
105,自然,18,18.若在某山壁上有一地層剖面，由下至上分成甲、乙、丙三層。下列在剖面上所發現的四種現象，何者較適合作為該地層剖面仍維持「老的地層在下、年輕的地層在上」之推論依據？(A)甲、乙、丙三層的地層幾乎是水平狀態(B)甲、乙、丙三層的岩性分別為砂岩、頁岩、砂岩(C)604020甲、乙、丙三層的厚度分別為公尺、公尺、公尺(D)
105,自然,19,19.月食現象主要是指下列何種狀況？(A)(B)地球遮住月球所反射出的光太陽遮住月球所反射出的光(C)(D)
105,自然,20,20.100mL有甲、乙、丙和丁四杯體積均為的水溶液，其中兩杯為碳酸鈉溶液，另25pH()外兩杯為鹽酸，℃時這四杯溶液的值如圖十所示：()圖十已知鹽酸和碳酸鈉反應會產生二氧化碳，下列哪兩杯溶液混合後，產生二氧化碳的初始速率最慢？(A)(B)(C)(D)
105,自然,21,21.老師要求同學設計一個有關粉筆在水中浸泡時間與粉筆斷裂難易度關係的實驗，實驗方法為先將粉筆浸泡水中一段時間，再以相同的方法量出折斷粉筆所需要的最小外力。由下列選項的實驗紀錄表，推測何者的實驗設計最符合前述的實驗目的？(A)(B)(C)(D)
105,自然,22,22.()圖十一為實驗室常見的二項器材，利用這二項器材可分別得知待測物的甲、乙二種性質，這二種性質在分類上分別屬於下列何者？(A)甲、乙均為物理性質50mL(B)甲、乙均為化學性質50(C)40甲為物理性質、乙為化學性質30(D)
105,自然,23,23.()圖十二為可樂包裝上的碳足跡標籤，標籤上的數字代表此可樂()包含瓶子從製造、運輸、使用到回收等過程中，各階段所產生的280g溫室氣體，經換算後相當於總共排放出的二氧化碳。若某運8動飲料的碳足跡經換算後為莫耳的二氧化碳，則此運動飲料的(1216)碳足跡標示應為下列何者？碳和氧的原子量分別為與()圖十二(A)(B)(C)(D)
105,自然,24,24.App()現今智慧型手機可下載許多不同的應用程式，其中一些可用來量測週遭App聲波的音量，當音量愈大時，顯示的數值也愈大，則此數值的大小主要與聲波的何種性質有關？(A)(B)(C)(D)
105,自然,25,25.阿文帶家人出國旅遊，旅途中看到土地出售的廣告傳單，()內容如圖十三所示。若阿文今日想約時間看地，並測量()滿潮時所剩的土地面積大小是否如廣告所示，參考表三今日該地的潮汐時間，下列何者是阿文看地的最佳時間？(A)08:00～10:00表(三)(B)10:0012:00～...(C)14:00～16:00..()(D)18:0020:00圖十三
105,自然,26,26.()如圖十四所示，將兩個磁鐵置入玻璃管中，磁鐵甲與玻璃管底部接觸，磁鐵乙靜止漂浮在空中，不與玻璃管、磁鐵甲接觸。關於兩磁鐵的受力情形，下列何者正確？(A)兩磁鐵所受合力均為零(cid:1068)(cid:1154)(cid:2618)(cid:2414)(B)兩磁鐵所受合力均不為零圖(十四)(C)磁鐵甲所受合力為零，磁鐵乙所受合力不為零，且合力方向向上(D)
105,自然,27,27.200gw一個重量為的空保溫杯，靜置於水平桌面上時，空保溫杯作用於桌面的壓力為10gw/cm2，若在杯內裝滿純水後，裝滿水的保溫杯作用於桌面的壓力為30gw/cm2，則杯子的容量約為多少？(A)200mL(B)300mL(C)400mL(D)600mL
105,自然,28,28.X在甲、乙及丙三支試管中分別裝入等量且濃度相同的溶液，依實驗設計分別再加入等量的葡萄糖液、澱粉液或水，充分混勻再靜置於適宜的溫度，待足夠的反應時間後，以碘液進行檢測。將上述各試管所含的物質與碘液檢測結果整()X理如表四，根據此實驗結果判斷溶液中最可能含有下列何種成分？(A)澱粉表(四)(B)葡萄糖(C)分解澱粉的酵素(D)
105,自然,29,29.已知甲和乙二種物質反應生成丙和丁，其反應式為：322甲＋乙→丙＋丁()24g24g表五是甲和乙反應的一組實驗數據，若改取的甲與的乙進行上述反應，最多可以生成多少的物質丁？()表五(A)16g(B)22g(C)33g(D)88g
105,自然,30,30.()某鋅銅電池的裝置如圖十五所示，其檢流計指針由中央向左偏轉。若以相同的XY()檢流計檢測金屬、金屬所組成的電池，指針由中央向右偏轉，如圖十六所()示。關於圖十六電池的負極與電子流向的敘述，下列何者正確？503010G01030+50503010G01030+50[[⑅\ᱏᱏ		XY̒⏚⑅̒⏚\ȞX`ȞY``Y`Y()()圖十五圖十六(A)X金屬為負極，電子由電池負極流出(B)X金屬為負極，電子由電池正極流出(C)Y金屬為負極，電子由電池負極流出(D)Y
105,自然,31,31.下列四種裝置及其處理方式中，哪一種裝置的線圈會發生電磁感應現象？(A)(B)(C)(D)
105,自然,32,32.()圖十七為人體血液循環和淋巴循環的部分示意圖，甲、乙和丙為不同的管道名稱，圖中代表液體的流動方向，代表物質由微血管滲出。根據此圖判斷，甲、乙和丙內有無紅血球的敘述，何者最合理？(A)僅甲、乙有(B)僅甲、丙有圖(十七)(C)(D)
105,自然,33,33.火柴是利用摩擦生熱的取火工具，某種火柴是以火柴頭與火柴盒側邊擦劃，同時(KClO)(S)產生熱能，再促使火柴頭成分中的氯酸鉀和硫反應燃燒，反應式為：3wKClOxSyKClzSO(wxyz)＋→＋其中、、和為反應式係數32y+z53若＝，則上述反應式中哪兩個物質的係數均為？(A)(B)氧化劑和氯化鉀氧化劑和二氧化硫(C)(D)
105,自然,34,34.有甲、乙、丙三個大小不同、材質相同的均勻實心正立方體，取一已歸零的天()平分別進行表六中的三組測量，每組天平測量均達到靜止水平平衡。已知乙的1cm邊長為，由上述資訊判斷甲、丙的邊長分別為多少？()表六(A)2cm5cm(B)3cm4cm甲：，丙：甲：，丙：(C)8cm125cm(D)27cm64cm
105,自然,35,35.將甲、乙、丙三種不同材質的實心物體堆疊後放入密度為ᵬ1.0g/cm3的水中，待靜止平衡後，乙正好有一半的體積沒入水()50g面下，如圖十八所示。已知甲的質量為，乙的密度為0.5g/cm3、體積為400cm3，丙的體積為250cm3，則丙的密度應為多少？()圖十八(A)0.20g/cm3(B)0.70g/cm3(C)0.80g/cm3(D)1.75g/cm3
105,自然,36,36.研究員利用工具鑽取榕樹樹幹的維管束組織，從樹皮表(七)X表面上的點垂直鑽入樹幹中心後，將取出的組織依()其主要功能分別標示為甲、乙、丙，如表七所示。依X表中的主要功能判斷，比較此三者與點間的距離，下列何者最合理？(A)(B)甲＜丙＜乙甲＜乙＜丙(C)(D)
105,自然,37,37.表(八)列出氯原子(Cl)和氫離子(H+)的質子數、中子數、電子數和質量數(未依照)順序，依表中所列的數值判斷，關於代號甲、乙、丙或丁的說明，下列何者正()確？表八(A)甲為質子數(B)乙為中子數(C)丙為電子數(D)
105,自然,38,38.()圖十九是海洋研究船航行區域的板塊邊界示意圖，虛線表示某日研究船航行的路線，已知當日研究船在甲、乙、丙三地採樣並測得其海洋地殼817形成的時間分別為百萬年前、百萬年前、40百萬年前。若此中洋脊兩側張裂的速率相同，下列有關三地與板塊邊界距離遠近的比較關係，圖(十九)何者最合理？(A)與海溝距離必為甲＞乙＞丙(B)與海溝距離必為甲＜乙＜丙(C)與中洋脊距離必為甲＞乙＞丙(D)
105,自然,39,39.某日天氣晴朗，小閑在阿里山上正準備觀看日出，在清晨日出前，發現此時月亮正好從東方地平線升起，便立即拍照留念。下列何者最有可能是當時拍下的月亮與雲海照片？(A)(B)(C)(D)
105,自然,40,40.甲苯是一種碳氫化合物，常溫時為無色的液體，具有特殊的氣味且難溶於水，是製造塗料、黏著劑與指甲油時常用的溶劑，長期接觸可能會對神經系統造成傷害。根據上述，甲苯應為下列哪一類有機化合物？(A)(B)酸類醇類(C)(D)
105,自然,41,41.()已知六種元素的原子量如表九所示。有四包肥料分別僅含有下列選項的一種化合物，小傑想要在40%土壤中加入氮元素質量比例超過的肥料，哪一包肥料所含的化合物最符合小傑的需求？(A)CO(NH)(B)(NH)SO22424(C)Ca(NO)(D)NHNO
105,自然,42,42.10kg5kg甲、乙兩個金屬球的質量分別為、，將甲、乙移至相同高度，並且2同時由靜止釋放，讓它們作自由落體運動，經過秒鐘，兩者均尚未落地，KK此瞬間甲、乙的動能分別為、，甲、乙相對於水平地面的重力位能分甲乙UU別為、，若忽略空氣阻力，則下列關係式何者正確？甲乙(A)KKUU(B)KKUU＝，＝＞，＜甲乙甲乙甲乙甲乙(C)KKUU(D)KKUU
105,自然,43,43.()(智新設計實驗來模擬近視眼及其矯正後的情形，其步驟如圖二十所示：此實)驗設計有一個錯誤()圖二十關於修正此錯誤的方式，下列何者最適當？(A)將實驗中的凹透鏡乙改為焦距較甲短的凸透鏡(B)將實驗中的凹透鏡乙改為焦距較甲長的凸透鏡(C)將實驗中的凹透鏡丙改為適當焦距的凸透鏡(D)3
105,自然,44,44.X已知一隱性等位基因位於染色體上。某對夫妻透過遺傳諮詢得知，在沒有突變的情況下，兩人將來所生的子女中，女兒必帶有此隱性基因，但兒子X必無。根據諮詢的結果，推測此對夫妻的家族中，下列哪兩人的染色體一定沒有此隱性等位基因？(A)(B)夫及他的父親夫及他的母親(C)(D)
105,自然,45,45.聖嬰現象顯著時，在東太平洋赤道附近地區，有些原本降雨很少的海域，會因為獲得較平時更多的熱量而變成降雨區。上述降雨區的額外熱量之主要來源，最可能是由下列何者提供？(A)由該季節垂直入射赤道地區的陽光提供(B)自當地高於正常時溫度的海水直接提供(C)自東太平洋赤道附近深處湧升的海水提供(D)
105,自然,46,46.()如圖二十一所示，水平桌面上靜置一個木塊，今對木塊施以向東且大小固定的F水平力；阿春、阿偉兩人對於木塊受力後可能發生的狀態及原因解釋如下：阿春：若木塊向東作等加速度運動，是因為木塊在運動過程中所受的摩擦力大小逐漸變小。F阿偉：若木塊保持靜止不動，是因為與其反作用力的大小相同、方向相反，恰好互相抵消。關於兩人的描述正確與否，下列何者正確？(A)(B)兩人皆正確兩人皆不正確(C)(D)
105,自然,47,47.根據本文推論，無根萍是屬於下列哪一類植物？(A)(B)蘚苔植物蕨類植物(C)(D)
105,自然,48,48.有關無根萍的生殖構造或繁殖方式，下列敘述何者最合理？(A)不會產生胚珠(B)不會產生生殖細胞(C)主要的繁殖方式不會增加遺傳的變異(D)
105,自然,49,49.本實驗中鋁箔紙起火燃燒，最適合以下列何種科學現象來解釋？(A)(B)靜電感應電磁感應(C)(D)
105,自然,50,50.IIIIII已知通過鋁箔紙甲、乙、丙三處截面的電流分別為、、，則、、甲乙丙甲乙丙三者的大小關係應為下列何者？(A)III(B)III＝＝＞＞甲乙丙甲乙丙(C)III(D)III
105,自然,51,51.()關於圖二十三上方甲、乙兩天氣系統的特性，下列敘述何者正確？(A)甲、乙皆為下沉氣流的天氣系統(B)甲、乙皆為上升氣流的天氣系統(C)甲為下沉氣流、乙為上升氣流的天氣系統(D)
105,自然,52,52.()若不考慮地形影響，由圖二十三判斷，關於此時臺灣地區的主要風向與鄰近的天氣系統，下列敘述何者最合理？(A)風向大致為南風，附近有一颱風靠近(B)風向大致為北風，附近有一颱風靠近(C)風向大致為南風，受太平洋上的暖氣團籠罩(D)
105,自然,53,53.若要符合實驗安全與合理的實驗結果，步驟一手持燒杯中裝有的液體種類，以及步驟二測量到的溫度計數值，下列何者合理？54.200mL()若最後小萍配製出的溶液體積恰為，則此溶液的容積體積莫耳濃度為(HSO98)下列何者？的分子量為24(A)0.36M(B)1.80M(C)2.78M(D)9.00M
105,自然,54,54.200mL()若最後小萍配製出的溶液體積恰為，則此溶液的容積體積莫耳濃度為(HSO98)下列何者？的分子量為24(A)0.36M(B)1.80M(C)2.78M(D)9.00M
106,國文,1,1.「世間有思想的人應當先想到事情的終局，隨後著手去做。」這句話的涵義，與下列何者最接近？(A)該歇腳時，就不要趕路(B)先看好路，然後邁出腳步(C)只要邁步，自能達到千里遠(D)
106,國文,2,2.「寫詩就像在幫□□造字，把每個當下拉住，所以回看舊作我感到不後悔，很慶幸把年輕的心情都留下來！」根據文意，句中□□處填入下列何者最恰當？(A)(B)(C)(D)
106,國文,3,3.下列文句「」中的語詞，何者使用最恰當？(A)這家餐廳以「無線」暢飲、「無限」上網來吸引顧客(B)「身首」矯捷的他，如今竟然因車禍而「身手」異處(C)放下「報仇」的想法，就是給予靈魂最大的「報酬」(D)
106,國文,4,4.莎士比亞曾以三流喜劇演員為業，當時觀眾可把石子丟在他身上取樂。他曾寫道：「唉！這竟是真的，我曾經走遍各地，讓自己在世人面前穿上彩衣，割裂自己的思想，廉價出賣最貴重的東西。」文中「最貴重的東西」最可能是下列何者？(A)(B)(C)(D)
106,國文,5,5.下列文句，何者旨在強調學習的樂趣？(A)學而時習之，不亦說乎(B)凡事不宜刻，若讀書則不可不刻(C)不自限其昏與庸而力學不倦，自立者也(D)
106,國文,6,6.「一般十月懷胎，吃盡辛苦，不論男女，總是骨血，何忍淹棄。為父者你自想，若不收女，你妻從何而來？為母者你自想，若不收女，你身從何而活？且生男未必孝順，生女未必忤逆。」這段文字主要是說明下列何者？(A)父母養育子女的辛勞(B)婦女懷胎十月的辛苦(C)重男輕女乃不智之舉(D)
106,國文,7,7.「獅頭山、貢丸湯雖然不能盡如我意，但意外造訪的城隍廟，熱鬧非凡，街邊隨興吃的豬血糕，分量大、糯米香，反倒有了意外驚喜。人生就是這樣吧，無心插柳的事多了，正好提供期待之外的另一番樂趣。」作者在這段文字中透露了哪一種觀點？(A)(B)美好的事物總是需要等待機會只留給做好準備的人(C)(D)
106,國文,8,8.下列文句，何者用字最為精簡？(A)人生的際遇好比像似潮水般起起落落(B)此起彼落的鳥鳴彷彿一場露天音樂會(C)天空的顏色似乎像是一幅未乾的水墨畫(D)
106,國文,9,9.根據下列文字的結構說明，判斷何者是指事字？(A)(B)肉山(C)(D)
106,國文,10,10.「秦漢之間，正體的篆字太過繁複，實際從事書寫的書吏為了記錄的快速，破圓為方，把曲線的筆畫斷開，建立漢字隸書橫平豎直的方形結構。」根據這段文字，下列表格內的敘述何者正確？11.「我最佩服的，便是那些喜歡開會、善於開會的人。他們在會場上總是意氣風發，滔滔雄辯，甚至獨攬話題，一再舉手發言，有時更單挑主席纏鬥不休，陷議事於瓶頸，置眾人於不顧，像唱針在溝紋裡不斷反覆，轉不過去。」關於這段文字的分析，下列敘述何者最恰當？(A)行文用語帶有嘲諷的風格(B)運用對比技巧凸顯作者的觀點(C)作者對在會議中滔滔雄辯的人給予肯定(D)
106,國文,11,11.「我最佩服的，便是那些喜歡開會、善於開會的人。他們在會場上總是意氣風發，滔滔雄辯，甚至獨攬話題，一再舉手發言，有時更單挑主席纏鬥不休，陷議事於瓶頸，置眾人於不顧，像唱針在溝紋裡不斷反覆，轉不過去。」關於這段文字的分析，下列敘述何者最恰當？(A)行文用語帶有嘲諷的風格(B)運用對比技巧凸顯作者的觀點(C)作者對在會議中滔滔雄辯的人給予肯定(D)
106,國文,12,12.「能讓全世界都叫得出名字的法國歌手，大概只有香頌天后伊迪絲•琵雅芙。她出身於社會底層，十五歲即在街頭賣唱維生。因此，她的歌總能真實表達社會底層百姓的心聲，引起多數人的共鳴。現在一提到香頌音樂就想到法國，這都歸功於琵雅芙。她的歌已超越音樂本身的影響力，其歌詞優美，反映時代背景，成為重要的音樂文化指標，不但風靡歐美，也啟發許多後輩歌手。」這段文字主要是在強調琵雅芙的哪一項貢獻？(A)擴大香頌音樂的影響力(B)帶動街頭藝術的表演風氣(C)關懷弱勢，為底層百姓爭取福利(D)
106,國文,13,13.曾國藩自述：「早歲有志著述，自馳驅戎馬，此念久廢，然亦不敢遂置詩書於不問也。每日稍閑，則取班、馬、韓、歐1諸家文，舊日所酷好者，一溫習之，用此以養吾心而凝吾神。」根據這段話，下列關於曾國藩的說明何者最恰當？(A)認為養心凝神之道，就是與舊友切磋溫習詩文(B)每日仿效班、馬、韓、歐等名家的文章來寫作1.班、馬、韓、歐：指班固、(C)在戎馬之際仍堅持創作，終於成就不朽的著作司馬遷、韓愈、歐陽脩(D)
106,國文,1,1.班、馬、韓、歐：指班固、(C)在戎馬之際仍堅持創作，終於成就不朽的著作司馬遷、韓愈、歐陽脩(D)
