year,subject,number,question,dis,pass
108,數學,2,2.某城市分為南、北兩區，圖(一)為105年到107年該城市兩區的人口數量長條圖。根據圖(一)判斷該城市的總人口數量，從105年到107年的變化情形為下列何者？(A)逐年增加(B)逐年減少(C)先增加，再減少(D)先減少，再增加,0.53,0.78
108,數學,3,3.計算(2x−3)(3x+4)的結果，與下列哪一個式子相同？(A)−7x+4(B)−7x−12(C)6x2−12(D)6x2−x−12,0.65,0.81
108,數學,4,4.圖(二)的直角柱由2個正三角形底面和3個矩形側面組成，其中正三角形面積為a，矩形面積為b。若將4個圖(二)的直角柱緊密堆疊成圖(三)的直角柱，則圖(三)中直角柱的表面積為何？(A)4a+2b(B)4a+4b(C)8a+6b(D)8a+12b,0.56,0.81
108,數學,5,5.若44=2a，54=3b，則a+b之值為何？(A)13(B)17(C)24(D)40,0.61,0.82
108,數學,6,6.民國106年8月15日，大潭發電廠因跳電導致供電短少約430萬瓩，造成全臺灣多處地方停電。已知1瓩等於1千瓦，求430萬瓩等於多少瓦？(A)4.3×107(B)4.3×108(C)4.3×109(D)4.3×1010,0.62,0.71
108,數學,7,"7.圖(四)的坐標平面上有原點O與A、B、C、D四點。若有一直線L通過點(−3,4)且與y軸垂直，則L也會通過下列哪一點？(A)A(B)B(C)C(D)D",0.57,0.74
108,數學,8,8.若多項式5x2+17x−12可因式分解成(x+a)(bx+c)，其中a、b、c均為整數，則a+c之值為何？(A)1(B)7(C)11(D)13,0.7,0.69
108,數學,9,9.公園內有一矩形步道，其地面使用相同的灰色正方形地磚與相同的白色等腰直角三角形地磚排列而成。圖(五)表示此步道的地磚排列方式，其中正方形地磚為連續排列且總共有40個。求步道上總共使用多少個三角形地磚？(A)84(B)86(C)160(D)162,0.55,0.71
108,數學,10,10.數線上有O、A、B、C四點，各點位置與各點所表示的數如圖(六)所示。若數線上有一點D，D點所表示的數為d，且d−5=d−c，則關於D點的位置，下列敘述何者正確？(A)在A的左邊(B)介於A、C之間(C)介於C、O之間圖(六)(D)介於O、B之間,0.46,0.65
108,數學,11,11.如圖(七)，將一長方形紙片沿著虛線剪成兩個全等的梯形紙片。根據圖中標示的長度與角度，求梯形紙片中較短的底邊長度為何？(A)4(B)5(C)6(D)7,0.53,0.68
108,數學,12,12.阿慧在店內購買兩種蛋糕當伴手禮，圖(八)為蛋糕的價目表。已知阿慧購買10盒蛋糕，花費的金額不超過2500元。若他將蛋糕分給75位同事，每人至少能拿到一個蛋糕，則阿慧花多少元購買蛋糕？(A)2150(B)2250(C)2300(D)2450,0.44,0.65
108,數學,13,13.如圖(九)，△ABC中，D點在BC上，將D點分別以AB、AC為對稱軸，畫出對稱點E、F，並連接AE、AF。根據圖中標示的角度，求∠EAF的度數為何？(A)113(B)124(C)129(D)134,0.63,0.57
108,數學,14,14.箱子內裝有53顆白球及2顆紅球，小芬打算從箱子內抽球，以每次抽出一球後將球再放回的方式抽53次球。若箱子內每顆球被抽到的機會相等，且前52次中抽到白球51次及紅球1次，則第53次抽球時，小芬抽到紅球的機率為何？1(A)21(B)32(C)532(D),0.53,0.63
108,數學,15,15.如圖(十)，△ABC中，AC=BC<AB。若∠1、∠2分別為∠ABC、∠ACB的外角，則下列角度關係何者正確？(A)∠1<∠2(B)∠1=∠2(C)∠A+∠2<180°圖(十)(D)∠A+∠1>180°,0.55,0.57
108,數學,16,16.小涵與阿嘉一起去咖啡店購買同款咖啡豆，咖啡豆每公克的價錢固定，購買時自備容器則結帳金額再減5元。若小涵購買咖啡豆250公克且自備容器，需支付295元；阿嘉購買咖啡豆x公克但沒有自備容器，需支付y元，則y與x的關係式為下列何者？295(A)y=x250300(B)y=x250295(C)y=x+5250300(D)y=x+5,0.56,0.61
108,數學,17,17.如圖(十一)，將一張面積為14的大三角形紙片沿著虛線剪成三張小三角形紙片與一張平行四邊形紙片。根據圖中標示的長度，求平行四邊形紙片的面積為何？21(A)542(B)524(C)7圖(十一)48(D),0.52,0.41
108,數學,18,18.圖(十二)的摩天輪上以等間隔的方式設置36個車廂，車廂依順時針方向分別編號為1號到36號，且摩天輪運行時以逆時針方向等速旋轉，旋轉一圈花費30分鐘。若圖(十三)表示21號車廂運行到最高點的情形，則此時經過多少分鐘後，9號車廂才會運行到最高點？(A)10(B)2015(C)245(D),0.44,0.55
108,數學,19,19.如圖(十四)，直角三角形ABC的內切圓分別與AB、BC相切於D點、E點。根據圖中標示的長度與角度，求AD的長度為何？3(A)25(B)24(C)35(D),0.54,0.43
108,數學,20,20.某旅行團到森林遊樂區參觀，表(一)為兩種參觀方式與所需的纜車費用。已知旅行團的每個人皆從這兩種方式中選擇一種，且去程有15人搭乘纜車，回程有10人搭乘纜車。若他們纜車費用的總花費為4100元，則此旅行團共有多少人？表(一)(A)16(B)19(C)22(D)25,0.33,0.45
108,數學,21,21.小宜跟同學在某餐廳吃飯，圖(十五)為此餐廳的菜單。若他們所點的餐點總共為10份義大利麵，x杯飲料，y份沙拉，則他們點了幾份A餐？(A)10−x(B)10−y(C)10−x+y(D)10−x−y,0.6,0.42
108,數學,22,22.若正整數a和420的最大公因數為35，則下列敘述何者正確？(A)20可能是a的因數，25可能是a的因數(B)20可能是a的因數，25不可能是a的因數(C)20不可能是a的因數，25可能是a的因數(D)20不可能是a的因數，25不可能是a的因數,0.44,0.43
108,數學,23,23.如圖(十六)，有一三角形ABC的頂點B、C皆在直線L上，且其內心為I。今固定C點，將此三角形依順時針方向旋轉，使得新三角形A′B′C的頂點A′落在L上，且其內心為I′。若∠A<∠B<∠C，則下列敘述何者正確？(A)IC和I′A′平行，II′和L平行(B)IC和I′A′平行，II′和L不平行(C)IC和I′A′不平行，II′和L平行(D)IC和I′A′不平行，II′和L不平行,0.36,0.46
108,數學,24,24.圖(十七)表示A、B、C、D四點在圓O上的位置，其中AD=180°，且AB=BD，BC=CD。若阿超在AB上取一點P，在BD上取一點Q，使得∠APQ=130°，則下列敘述何者正確？(A)Q點在BC上，且BQ>QC(B)Q點在BC上，且BQ<QC(C)Q點在CD上，且CQ>QD圖(十七)(D)Q點在CD上，且CQ<QD,0.37,0.45
108,數學,25,25.圖(十八)的△ABC中，AB>AC>BC，且D為BC上一點。今打算在AB上找一點P，在AC上找一點Q，使得△APQ與△PDQ全等，以下是甲、乙兩人的作法：(甲)連接AD，作AD的中垂線分別交AB、AC於P點、Q點，則P、Q兩點即為所求(乙)過D作與AC平行的直線交AB於P點，過D作與AB平行的直線交AC於Q點，則P、Q兩點即為所求對於甲、乙兩人的作法，下列判斷何者正確？(A)兩人皆正確(B)兩人皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確,0.4,0.35
108,數學,26,"26.如圖(十九)，坐標平面上有一頂點為A的拋物線，此拋物線與方程式y=2的圖形交於B、C兩點，且△ABC為正三角形。若A點坐標為(−3,0)，則此拋物線與y軸的交點坐標為何？9(A)(0,)227(B)(0,)2(C)(0,9)圖(十九)(D)(0,18)",0.32,0.4
109,數學,1,1.已知a=(−12)×(−23)×(−34)×(−45)，b=(−123)×(−234)×(−345)，判斷下列敘述何者正確？(A)a、b皆為正數(B)a、b皆為負數(C)a為正數，b為負數(D)a為負數，b為正數,0.41,0.9
109,數學,2,2.算式23×53之值為何？(A)30(B)90(C)1000(D)1000000,0.42,0.9
109,數學,3,3.小真煮好了25顆湯圓，其中15顆為芝麻湯圓，10顆為花生湯圓。已知小真想從煮好的湯圓中撈一顆，若每顆湯圓被小真撈到的機會相等，則他撈到花生湯圓的機率為何？1(A)22(B)32(C)51(D),0.48,0.87
109,數學,4,4.算式2×(48−12)之值為何？(A)62(B)26(C)221(D)46−23,0.56,0.74
109,數學,5,5.如圖(一)，平行四邊形ABCD中，∠A=100°。若∠ABD：∠DBC=3：2，則∠DBC的度數為何？(A)32(B)40(C)48(D)60圖(一),0.61,0.76
109,數學,6,6.圖(二)數線上的A、B、C三點所表示的數分別為a、b、c，且原點為O。根據圖中各點位置，判斷下列四個式子的值何者最大？(A)a+b(B)a+c圖(二)(C)a−c(D)b−c,0.48,0.78
109,數學,7,7.計算2x2−3除以x+1後，得商式和餘式分別為何？(A)商式為2，餘式為−5(B)商式為2x−5，餘式為5(C)商式為2x+2，餘式為−1(D)商式為2x−2，餘式為−1,0.58,0.73
109,數學,8,8.下列何者可表示成兩個質數的乘積？(A)81(B)82(C)83(D)84,0.57,0.59
109,數學,9,"9.已知小薇住家的西方100公尺處為車站，住家的北方200公尺處為學校，且從學校往東方走100公尺，再往南方走400公尺可到達公園。若小薇將住家、車站、學校分別標示在坐標平面上的(2,0)、(0,0)、(2,4)三點，則公園應標示在此坐標平面上的哪一點？(A)(4,−4)(B)(4,12)(C)(0,−4)(D)(0,12)",0.53,0.78
109,數學,10,10.若一元二次方程式5(x−4)2=125的解為a、b，且a>b，則2a+b之值為何？(A)−7(B)−1(C)11(D)17,0.63,0.68
109,數學,11,11.圖(三)的坐標平面上有A、B、C、D四點，其中恰有三點在函數y=px+q的圖形上，且p、q為兩數。根據圖中四點的位置，判斷下列哪一點不在函數y=px+q的圖形上？(A)A(B)B(C)C圖(三)(D)D,0.54,0.64
109,數學,12,12.圖(四)表示平面上A、B兩點與直線L的位置關係，其中B點在L上。若有一動點P從A點開始移動，移動過程中與B點的距離保持不變，則下列關於P點移動路徑的敘述，何者正確？(A)在與直線L平行且通過A點的直線上(B)在與直線L垂直且通過A點的直線上(C)在以B點為圓心且通過A點的圓上(D)在以AB為直徑的圓上圖(四),0.54,0.65
109,數學,13,13.圖(五)為甲班36名學生參加投籃測驗的投進球數長條圖。判斷甲班學生中，有多少人的投進球數小於該班學生投進球數的中位數？(A)10(B)14(C)17(D)18,0.5,0.65
109,數學,14,14.圖(六)為朵朵披薩屋的公告。若一個夏威夷披薩調漲前的售價為x元，則會員購買一個夏威夷披薩的花費，公告前後相差多少元？(A)0.05x(B)0.09x(C)0.14x(D)0.15x,0.65,0.54
109,數學,15,15.平行四邊形ABCD中，E點在BC上，P、Q兩點在AD上，其位置如圖(七)所示。若PB與AE相交於R點，QB與AE相交於S點，則下列三角形面積的大小關係，何者正確？(A)∆PBE>∆QBE，∆PRE>∆QSE(B)∆PBE<∆QBE，∆PRE<∆QSE(C)∆PBE=∆QBE，∆PRE>∆QSE(D)∆PBE=∆QBE，∆PRE<∆QSE,0.51,0.52
109,數學,16,16.中秋節時阿柚製作的廣式月餅、蛋黃酥、鳳梨酥的數量比為2：1：3，其中只有製作廣式月餅和蛋黃酥時使用鹹蛋黃。若阿柚製作每個廣式月餅時使用2顆鹹蛋黃，製作每個蛋黃酥時使用1顆鹹蛋黃，且總共使用120顆鹹蛋黃，則他製作了幾個鳳梨酥？(A)45(B)60(C)72(D)120,0.53,0.49
109,數學,17,17.如圖(八)，P點為矩形ABCD兩對角線的交點，將P點分別以AD、BC為對稱軸畫出對稱點Q、R，形成六邊形QABRCD。若AB=2，AD=4，則六邊形QABRCD的周長為何？(A)12(B)4+26(C)4+43(D)4+45圖(八),0.59,0.47
109,數學,18,18.圖(九)為小麗和小歐依序進入電梯時，電梯因超重而警示音響起的過程，且過程中沒有其他人進出。222圖(九)已知當電梯乘載的重量超過300公斤時警示音會響起，且小麗、小歐的重量分別為50公斤、70公斤。若小麗進入電梯前，電梯內已乘載的重量為x公斤，則所有滿足題意的x可用下列哪一個不等式表示？(A)180<x≤250(B)180<x≤300(C)230<x≤250(D)230<x≤300,0.58,0.46
109,數學,19,19.圓上有A、B、C、D四點，其位置如圖(十)所示，其中AC與BD相交於E點，且AB=BC。根據圖中標示的角度，判斷下列四條線段何者的長度最長？(A)AE(B)BE(C)CE(D)DE,0.39,0.42
109,數學,20,20.圖(十一)的正三角形ABC與正方形CDEF中，B、C、D三點共線，且AC=10，CF=8。若有一動點P沿著CA由C往A移動，則FP的長度最小為多少？(A)4圖(十一)(B)5(C)43(D)53,0.5,0.44
109,數學,21,21.坐標平面上有一水平線L與二次函數y=a(x+7)2−10的圖形，其中a為一正數，且L與二次函數圖形相交於A、C兩點，與y軸相交於B點，其位置如圖(十二)所示。若AB：BC=5：1，則AC的長度為何？(A)17(B)19(C)21(D)24,0.31,0.33
109,數學,22,22.如圖(十三)，直線L將正九邊形ABCDEFGHI分割成兩個區域，且分別與AB、EF相交於P點、Q點。若∠APQ的外角為75°，則∠PQE的度數為何？(A)75(B)85(C)95(D)105,0.5,0.47
109,數學,23,23.已知有若干片相同的拼圖，其形狀如圖(十四)所示，且拼圖依同方向排列時可緊密拼成一列，此時底部可與直線貼齊。當4片拼圖緊密拼成一列時長度為23公分，如圖(十五)所示。當10片拼圖緊密拼成一列時長度為56公分，如圖(十六)所示。求圖(十四)中的拼圖長度為多少公分？(A)5.5(B)5.6圖(十四)(C)5.75(D)6.5,0.58,0.39
109,數學,24,24.圖(十七)為三角形紙片ABC，其中D點和E點將AB分成三等分，F點為DE中點。若小慕從AB上的一點P，沿著與直線BC平行的方向將紙片剪開後，剪下1的小三角形紙片面積為∆ABC的，則下列關於P點位置的敘述，何者正確？3(A)與D點重合(B)與E點重合(C)在DF上，但不與D點也不與F點重合(D)在FE上，但不與F點也不與E點重合,0.4,0.38
109,數學,25,25.圖(十八)為有春蛋糕店的價目表，阿凱原本拿了4個蛋糕去結帳，結帳時發現該店正在舉辦優惠活動，優惠方式為每買5個蛋糕，其中1個價格最低的蛋糕免費，因此阿凱後來多買了1個黑櫻桃蛋糕。若阿凱原本的結帳金額為x元，後來的結帳金額為y元，則x與y的關係式不可能為下列何者？(A)y=x(B)y=x+5(C)y=x+10(D)y=x+15,0.51,0.45
109,數學,26,26.如圖(十九)，銳角三角形ABC中，O點為AB中點。甲、乙兩人想在AC上找一點P，使得∆ABP的外心為O，其作法分別如下：(甲)作過B且與AC垂直的直線，交AC於P點，則P即為所求(乙)以O為圓心，OA長為半徑畫弧，交AC於P點，則P即為所求對於甲、乙兩人的作法，下列判斷何者正確？(A)兩人皆正確(B)兩人皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確,0.54,0.43
110,數學,1,1.圖(一)的坐標平面上有A、B、C、D四點。根據A()圖一中各點位置判斷，哪一個點在第二象限？xO(A)AB(B)BD(C)CC(D)D,0.46,0.88
110,數學,2,2.(−8)+(−2)×(−3)算式之值為何？(A)−14(B)−2(C)18(D)30,0.52,0.83
110,數學,3,3.x=ay=ba+b若二元一次聯立方程式的解為，，則之值為何？6y−x=10(A)−15(B)−3(C)5(D)25,0.6,0.79
110,數學,4,4.()ABCD∆BDEABEABCD如圖二，矩形、中，點在上。若矩形的面積20∆BDE24∆ADE為，的面積為，則的面積為何？E(A)10(B)12(C)14AD(D)16,0.49,0.82
110,數學,5,5.56是53的多少倍？(A)2(B)3(C)25(D)125,0.52,0.8
110,數學,6,6.下列等式何者不成立？(A)43+23=63(B)43−23=23(C)43×23=83(D)43÷23=2,0.6,0.71
110,數學,7,7.已知纜車從起點行駛到終點需花費8分鐘，圖(三)表示行駛過程中纜車的海拔高度與行駛時間的關係。(cid:2631)350(cid:1816)300250(cid:2863)200(cid:2123)150((cid:998)100(cid:1025)50)0012345678(cid:1353)(cid:5037)(cid:2580)(cid:3796)((cid:1001))()圖三()根據圖三判斷，下列敘述何者正確？(A)3004終點的海拔高度比起點高公尺，行駛時間的前分鐘都在上升(B)3004終點的海拔高度比起點高公尺，行駛時間的末分鐘都在上升(C)3504終點的海拔高度比起點高公尺，行駛時間的前分鐘都在上升(D)3504,0.44,0.86
110,數學,8,8.利用乘法公式判斷，下列等式何者成立？(A)2482+248×52+522=3002(B)2482−248×48−482=2002(C)2482+2×248×52+522=3002(D)2482−2×248×48−482=2002,0.55,0.76
110,數學,9,9.()69()圖四為甲城市月到月外國旅客人數的折線圖。根據圖四判斷，哪一個月到甲城市的外國旅客中，旅客人數最少的國家是美國？(A)6(cid:1042)(cid:1153)(cid:2317)(cid:2927)(cid:2350)(cid:2927)(B)7(cid:915)(C)83(cid:4775)(D)9((cid:943)2,0.53,0.77
110,數學,10,10.6將一半徑為的圓形紙片，沿著兩條半徑剪開形成兩個扇形。若其中一個5π扇形的弧長為，則另一個扇形的圓心角度數是多少？(A)30(B)60(C)105(D)210,0.7,0.61
110,數學,11,11.100100動物園準備了張刮刮樂，打算送給開幕當日的前位遊客每人一張，其中32()可刮中獎品的刮刮樂共有張，表一為獎品的種類及數量。若小柏為開幕當日的第一位遊客，且每張刮刮樂被小柏拿到的機會相等，則小柏刮中玩偶的機率為何？表(一)1(A)(cid:4827)(cid:2068)(cid:4775)(cid:3782)21(cid:1095)(cid:3957)(cid:4444)(cid:1928)(cid:2877)(cid:907)(cid:2433)1(B)(cid:4016)(cid:951)(cid:1928)(cid:2877)(cid:907)(cid:2433)11610(cid:3319)(cid:2080)(cid:2861)(cid:1388)(cid:1862)(cid:907)(cid:2433)8(C)2025(cid:2311)(cid:1786)(cid:6276)(cid:2898)(cid:2926)(cid:907)(cid:2433)1(D),0.58,0.64
110,數學,12,12.100美美和小儀到超市購物，且超市正在舉辦摸彩活動，單次消費金額每滿元153可以拿到張摸彩券。已知美美一次購買盒餅乾拿到張摸彩券；小儀一次514x購買盒餅乾與個蛋糕拿到張摸彩券。若每盒餅乾的售價為元，每個150x蛋糕的售價為元，則的範圍為下列何者？(A)50≤x<60(B)60≤x<70(C)70≤x<80(D)80≤x<90,0.49,0.69
110,數學,13,13.aaaaa+a=0已知，，……，為一等差數列，其中為正數，且。124012022判斷下列敘述何者正確？(A)a+a>02122(B)a+a<02122(C)a×a>02122(D)a×a<0,0.57,0.65
110,數學,14,14.已知a=−223，b=263，c=−293，判斷下列各式之值何者最大？(A)a+b+c(B)a+b−c(C)a−b+c(D)a−b−c,0.55,0.6
110,數學,15,15.∆ABC∆DEFABC已知與全等，、、的對應點分別ADEFEACBFCD為、、，且點在上，、、、四點共線，如圖(五)所示。若∠A=40°，∠CED=35°，則E下列敘述何者正確？(A)EF=ECAE=FC，(B)EF=ECAE≠FC，BFCD(C)EF≠ECAE=FC，()圖五(D)EF≠ECAE≠FC,0.34,0.5
110,數學,16,16.()42圖六為某超商促銷活動的內容，今阿賢到該超商拿相差元的種飯糰122各個結帳時，店員說：「要不要多買瓶指定飲料？搭配促銷活動後組2301優惠價的金額，只比你買個飯糰的金額多元。」若阿賢只多買瓶指定2飲料，且店員會以對消費者最便宜的方式結帳，則與原本只買個飯糰相比，他要多付多少元？(A)12(cid:1210)(cid:907)(cid:2433)(cid:3821)(cid:5990)+(B)13(cid:1538)(cid:3220)(cid:5356)(cid:3457)(cid:4669)(cid:907)(cid:3167)(cid:2160)(cid:1747)(cid:3823)(cid:2577)(cid:308)(cid:314)(C)15(cid:1117)(cid:2366)(cid:993)(cid:34)(D)16,0.57,0.58
110,數學,17,17.如圖(七)，梯形ABCD中，AD//BC，有一圓OADABCADOA通過、、三點，且與圓相切於點。若∠B=58°，則BC的度數為何？O(A)116(B)120BC(C)122(D)128,0.54,0.48
110,數學,18,18.若坐標平面上二次函數y=a(x+b)2+c的圖形，經過平移後可與y=(x+3)2abc的圖形完全疊合，則、、的值可能為下列哪一組？(A)a=1b=0c=−2，，(B)a=2b=6c=0，，(C)a=−1b=−3c=0，，(D)a=−2b=3c=−2,0.58,0.44
110,數學,19,19.()∆ABCDEFABBCAC如圖八，中，、、三點分別在、、上，且BEFDDECFDEFE四邊形是以為對稱軸的線對稱圖形，四邊形是以為對稱軸的線對稱圖形。若∠C=40°，則∠DFE的度數為何？(A)65AF(B)70C(C)75D(D)80E,0.57,0.53
110,數學,20,20.已知捷立租車行有甲、乙兩個營業據點，顧客租車後當日須於營業結束前在任意一個據點還車。某日營業結束清點車輛時，發現在甲歸還的自行車比415從甲出租的多輛。若當日從甲出租且在甲歸還的自行車為輛，從乙出租13且在乙歸還的自行車為輛，則關於當日從甲、乙出租的自行車數量，下列比較何者正確？(A)從甲出租的比從乙出租的多2輛(B)從甲出租的比從乙出租的少2輛(C)從甲出租的比從乙出租的多6輛(D)從甲出租的比從乙出租的少6輛,0.36,0.45
110,數學,21,21.如圖(九)，四邊形ABCD中，∠1、∠2、∠3分別為∠A、∠B、∠C的外角。判斷下列大小關係何者正確？A1(A)∠1+∠3=∠ABC+∠DD(B)∠1+∠3<∠ABC+∠D(C)∠1+∠2+∠3=360°23(D)∠1+∠2+∠3>360°,0.57,0.47
110,數學,22,22.若a、b為正整數，且a×b=25×32×5，則下列何者不可能為a、b的最大公因數？(A)1(B)6(C)8(D)12,0.55,0.44
110,數學,23,23.如圖(十)，菱形ABCD中，E點在BC上，F點在CDAGHADAE//HC//GF上，點、點在上，且。若HAH=8HG=5GD=4，，，則下列選項中的線段，何者G的長度最長？BD(A)CF(B)FDEF(C)BEC(D)EC,0.5,0.35
110,數學,24,24.1000小文原本計畫使用甲、乙兩臺影印機於：開始一起印製文件並持續到10001005下午，但：時有人正在使用乙，於是他先使用甲印製，於：才開始10151045使用乙一起印製，且到：時乙印製的總張數與甲相同，到：時甲、乙2100印製的總張數合計為張。若甲、乙的印製張數與印製時間皆成正比，2100則依照小文原本的計畫，甲、乙印製的總張數會在哪個時間達到張？(A)1040：(B)1041：(C)1042：(D)1043,0.53,0.45
110,數學,25,25.如圖(十一)，銳角三角形ABC中，D點在BC上，∠B=∠BAD=∠CAD。今欲在AD上找一點P，使得∠APC=∠ADB，以下是甲、乙兩人的作法：()ACADPP甲作的中垂線交於點，則即為所求()CCDADD乙以為圓心，長為半徑畫弧，交於異於點的一點P，則P即為所求A對於甲、乙兩人的作法，下列判斷何者正確？(A)兩人皆正確(B)兩人皆錯誤(C)甲正確，乙錯誤BDC(D),0.31,0.27
110,數學,26,26.()I∆ABCIABAC如圖十二，為的內心，有一直線通過點且分別與、相交DEAD=DE=5AE=6IBC於點、點。若，，則點到的距離為何？24(A)A1130(B)11(C)2(D)3DE,0.43,0.43
